locality,region,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Bruxelles,Brussels,APARTMENT,APARTMENT,1295000,residential_sale,3,,None,No,No,Yes,47,No,,250,,,Yes,None
Zwijndrecht Burcht,Flanders,HOUSE,HOUSE,355000,residential_sale,3,26,No,No,No,Yes,,No,,168,691,3,No,
Oquier,Wallonie,HOUSE,HOUSE,284000,residential_sale,3,,None,No,No,Yes,44,Yes,425,146,,,No,None
Belgrade,Wallonie,HOUSE,HOUSE,525000,residential_sale,5,,None,No,No,Yes,36,Yes,275,210,,,Yes,None
LA HESTRE,Wallonie,HOUSE,HOUSE,174999,residential_sale,3,16,No,No,No,Yes,,No,,162,130,2,No,GOOD
Herentals,Flanders,APARTMENT,APARTMENT,332500,residential_sale,2,,None,No,No,Yes,40,No,,93,,,No,None
PERONNES-LEZ-BINCHE,Wallonie,HOUSE,HOUSE,289999,residential_sale,5,37,No,No,No,No,,No,,222,888,4,No,GOOD
Destelbergen,Flanders,APARTMENT,APARTMENT,451100,residential_sale,2,,None,No,No,No,,Yes,1,98,,,No,None
Ouffet Warzée,Wallonie,HOUSE,HOUSE,235000,residential_sale,3,,None,No,No,Yes,15,Yes,363,120,,,No,None
Dilbeek,Flanders,APARTMENT,APARTMENT,359800,residential_sale,3,21,Yes,No,No,Yes,7,Yes,78,103,,2,No,JUST_RENOVATED
Mechelen,Flanders,HOUSE,HOUSE,480000,residential_sale,3,,None,No,No,Yes,,No,,150,,,No,None
Herentals,Flanders,APARTMENT,APARTMENT,213000,residential_sale,1,,None,No,No,Yes,6,No,,60,,,No,None
Herentals,Flanders,APARTMENT,APARTMENT,311000,residential_sale,3,,None,No,No,Yes,27,No,,98,,,No,None
Herselt,Flanders,HOUSE,HOUSE,280000,residential_sale,2,,None,No,No,Yes,,Yes,170,103,,,No,None
Herentals,Flanders,HOUSE,HOUSE,411000,residential_sale,3,,None,No,No,Yes,,No,,161,,,No,None
Turnhout,Flanders,HOUSE,HOUSE,495000,residential_sale,6,,None,No,No,Yes,,No,,329,,,No,None
Knokke-Heist,Flanders,APARTMENT,APARTMENT,399000,residential_sale,1,,None,No,No,No,,No,,47,,,No,None
Oostkamp,Flanders,HOUSE,HOUSE,459000,residential_sale,3,,None,No,No,No,,No,,396,,,No,None
Eeklo,Flanders,HOUSE,HOUSE,290000,residential_sale,3,,None,No,No,No,,No,,327,,,No,None
Machelen Diegem,Flanders,HOUSE,HOUSE,469000,residential_sale,3,26,Yes,No,No,Yes,84,Yes,84,135,150,2,No,GOOD
Saint-Gilles,Brussels,APARTMENT,APARTMENT,325000,residential_sale,2,,None,No,No,No,,No,,98,,,No,None
Gentbrugge,Flanders,HOUSE,HOUSE,385000,residential_sale,3,,None,No,No,No,,No,,117,,,No,None
Bierbeek Korbeek-Lo,Flanders,HOUSE,HOUSE,450000,residential_sale,4,,None,No,No,Yes,,No,,243,,,No,None
Saint-Gilles,Brussels,APARTMENT,APARTMENT,240000,residential_sale,2,,None,No,No,Yes,10,No,,85,,,No,None
Bierbeek Korbeek-Lo,Flanders,HOUSE,HOUSE,650000,residential_sale,4,,None,No,No,Yes,,No,,243,,,No,None
Vurste,Flanders,HOUSE,HOUSE,375000,residential_sale,5,,None,No,No,Yes,,No,,185,,,No,None
Menen,Flanders,HOUSE,HOUSE,125000,residential_sale,2,,None,No,No,No,,Yes,130,,,,No,None
Gentbrugge,Flanders,HOUSE,HOUSE,398000,residential_sale,5,56,No,No,No,No,,Yes,88,196,192,2,No,GOOD
Saint-Gilles,Brussels,APARTMENT,APARTMENT,265000,residential_sale,2,,None,No,No,No,,No,,85,,,No,None
Sint-Niklaas,Flanders,HOUSE,HOUSE,378000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Liège Sclessin,Wallonie,HOUSE,HOUSE,174900,residential_sale,4,,None,No,No,Yes,21,Yes,120,93,,,No,None
Perwez,Wallonie,HOUSE,HOUSE,249000,residential_sale,3,17,No,No,No,Yes,,Yes,176,218,176,,No,GOOD
Wachtebeke,Flanders,HOUSE,HOUSE,399000,residential_sale,3,,None,No,No,Yes,,No,,199,,,No,None
Ramillies,Wallonie,HOUSE,HOUSE,249000,residential_sale,2,31,No,No,No,No,,No,,257,735,,No,GOOD
Lokeren,Flanders,HOUSE,HOUSE,185000,residential_sale,2,,None,No,No,Yes,,No,,80,,,No,None
Wachtebeke,Flanders,HOUSE,HOUSE,376255,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Walhain,Wallonie,HOUSE,HOUSE,245000,residential_sale,3,29,No,No,No,Yes,16,Yes,693,152,693,,No,TO_BE_DONE_UP
Wachtebeke,Flanders,HOUSE,HOUSE,374917,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Evergem,Flanders,HOUSE,HOUSE,482657,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Liège,Wallonie,HOUSE,HOUSE,240000,residential_sale,4,23,No,No,No,Yes,37,Yes,41,146,143,,No,GOOD
Wachtebeke,Flanders,HOUSE,HOUSE,276140,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Beerse,Flanders,HOUSE,HOUSE,354000,residential_sale,3,43,No,No,No,Yes,,No,,130,760,4,No,TO_BE_DONE_UP
Sombreffe,Wallonie,HOUSE,HOUSE,239000,residential_sale,3,46,No,No,No,No,,Yes,2743,210,2743,,No,TO_BE_DONE_UP
Herzele,Flanders,HOUSE,HOUSE,235000,residential_sale,3,54,No,No,No,Yes,8,Yes,60,170,178,,No,GOOD
Lede,Flanders,HOUSE,HOUSE,451588,residential_sale,4,,None,No,No,No,,No,,,,,No,None
Kortrijk,Flanders,HOUSE,HOUSE,175000,residential_sale,3,,None,No,No,Yes,,No,,95,,,No,None
Charleroi,Wallonie,HOUSE,HOUSE,175000,residential_sale,4,36,No,No,No,Yes,16,Yes,89,143,202,,No,TO_BE_DONE_UP
Dessel,Flanders,HOUSE,HOUSE,399000,residential_sale,4,,None,No,No,Yes,,Yes,900,212,,,No,None
Diksmuide,Flanders,HOUSE,HOUSE,235000,residential_sale,3,41,No,No,No,Yes,9,No,,137,98,,No,GOOD
Lede,Flanders,HOUSE,HOUSE,4523315,residential_sale,4,,None,No,No,No,,No,,,,,No,None
Lede,Flanders,HOUSE,HOUSE,457750,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Seraing,Wallonie,HOUSE,HOUSE,235000,residential_sale,3,34,Yes,No,No,Yes,17,Yes,100,117,164,,No,GOOD
Anderlues,Wallonie,HOUSE,HOUSE,174000,residential_sale,3,,None,No,Yes,Yes,32,Yes,150,115,,,No,None
Izegem,Flanders,HOUSE,HOUSE,169500,residential_sale,3,14,No,No,No,No,,No,,193,180,,No,TO_BE_DONE_UP
Herstal,Wallonie,HOUSE,HOUSE,229000,residential_sale,4,33,Yes,No,No,No,,Yes,24,164,119,,No,GOOD
Izegem,Flanders,HOUSE,HOUSE,225000,residential_sale,2,,None,No,No,Yes,,Yes,,127,,,No,None
Zulte,Flanders,HOUSE,HOUSE,512613,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Krombeke,Flanders,HOUSE,HOUSE,169000,residential_sale,5,18,No,No,No,No,,No,,230,180,,No,GOOD
Waregem,Flanders,HOUSE,HOUSE,225000,residential_sale,3,25,No,No,No,Yes,,No,,119,157,,No,GOOD
Berchem-Sainte-Agathe,Brussels,HOUSE,HOUSE,667000,residential_sale,5,35,Yes,No,Yes,Yes,15,Yes,360,250,442,3,No,AS_NEW
Liège,Wallonie,HOUSE,HOUSE,169000,residential_sale,2,,None,No,No,No,,No,,95,,,No,None
Ellezelles,Wallonie,HOUSE,HOUSE,225000,residential_sale,4,30,No,No,Yes,Yes,,Yes,,143,1970,4,No,TO_RENOVATE
Oostende,Flanders,HOUSE,HOUSE,159000,residential_sale,2,30,Yes,No,No,Yes,,Yes,,86,86,,No,AS_NEW
Ath,Wallonie,HOUSE,HOUSE,165000,residential_sale,2,,None,No,Yes,No,,No,,110,,,No,None
Bredene,Flanders,HOUSE,HOUSE,219000,residential_sale,3,,None,No,No,No,,No,,148,,,No,None
Wavre,Wallonie,HOUSE,HOUSE,219000,residential_sale,2,24,No,No,No,No,,No,,139,65,,No,GOOD
Vaux-sous-Chèvremont,Wallonie,HOUSE,HOUSE,219000,residential_sale,5,,None,No,No,Yes,,Yes,330,220,,,No,None
Sombreffe,Wallonie,HOUSE,HOUSE,159000,residential_sale,2,24,No,No,No,No,,No,,150,120,,No,GOOD
Brugge,Flanders,HOUSE,HOUSE,159000,residential_sale,2,,None,No,No,Yes,5,No,,91,,,No,None
Ath,Wallonie,HOUSE,HOUSE,150000,residential_sale,1,35,No,No,Yes,No,,No,,98,110,,No,TO_BE_DONE_UP
Vielsalm,Wallonie,HOUSE,HOUSE,210000,residential_sale,2,,None,No,No,Yes,,No,,155,,,No,None
Tertre,Wallonie,HOUSE,HOUSE,199500,residential_sale,2,,None,No,Yes,No,,Yes,407,200,,,No,None
Sint-Joris-Weert,Flanders,HOUSE,HOUSE,495000,residential_sale,3,,None,No,Yes,No,,Yes,1230,189,,,No,None
SAINT-GEORGES-SUR-MEUSE,Wallonie,HOUSE,HOUSE,149000,residential_sale,2,,None,No,No,No,,No,,83,,,No,None
Oostende,Flanders,HOUSE,HOUSE,199000,residential_sale,3,,None,No,No,Yes,,Yes,50,105,,,No,None
Oostende,Flanders,HOUSE,HOUSE,149000,residential_sale,1,,None,No,No,Yes,,No,,102,,,No,None
Amay,Wallonie,HOUSE,HOUSE,199000,residential_sale,3,,None,No,Yes,Yes,7,Yes,650,175,,,No,None
Seraing,Wallonie,HOUSE,HOUSE,149000,residential_sale,3,32,No,No,No,No,,Yes,111,174,179,,No,GOOD
Liège,Wallonie,HOUSE,HOUSE,199000,residential_sale,3,46,No,No,No,Yes,35,Yes,116,192,246,,No,GOOD
Menen,Flanders,HOUSE,HOUSE,195000,residential_sale,4,,None,No,No,Yes,,No,,125,,,No,None
Mellier (Léglise),Wallonie,HOUSE,HOUSE,148000,residential_sale,1,,None,No,No,Yes,,No,,91,,,No,None
Wijtschate,Flanders,HOUSE,HOUSE,140000,residential_sale,3,26,No,No,No,No,,No,,208,541,,No,TO_RENOVATE
Jodoigne,Wallonie,HOUSE,HOUSE,145000,residential_sale,1,,None,No,Yes,No,,Yes,,120,,,No,None
Zottegem,Flanders,HOUSE,HOUSE,190000,residential_sale,2,20,No,No,No,Yes,,Yes,,125,787,,No,TO_RENOVATE
SAINT-GEORGES-SUR-MEUSE,Wallonie,HOUSE,HOUSE,195000,residential_sale,2,26,No,No,Yes,No,,Yes,,140,337,,No,GOOD
Amay,Wallonie,HOUSE,HOUSE,139000,residential_sale,3,,None,No,Yes,No,,No,,179,,,No,None
Ans,Wallonie,HOUSE,HOUSE,189000,residential_sale,3,,None,No,No,Yes,25,Yes,179,179,,,No,None
Seraing,Wallonie,HOUSE,HOUSE,139000,residential_sale,2,27,No,No,No,Yes,,No,,197,94,,No,TO_BE_DONE_UP
Liège,Wallonie,HOUSE,HOUSE,139000,residential_sale,2,25,No,No,No,No,,No,,156,63,,No,TO_RENOVATE
Torhout,Flanders,HOUSE,HOUSE,179000,residential_sale,2,,None,No,Yes,No,,No,,105,,,No,None
PÉRUWELZ,Wallonie,HOUSE,HOUSE,182000,residential_sale,3,,None,No,Yes,No,,No,,158,,,No,None
Comblain-la-Tour,Wallonie,HOUSE,HOUSE,99000,residential_sale,3,,None,No,No,No,,No,,300,,,No,None
Liège,Wallonie,HOUSE,HOUSE,115000,residential_sale,1,12,No,No,No,No,,No,,85,40,,No,GOOD
Heule,Flanders,HOUSE,HOUSE,175000,residential_sale,3,,None,No,No,Yes,,No,,95,,,No,None
Liège,Wallonie,HOUSE,HOUSE,179000,residential_sale,2,25,Yes,No,No,No,,No,,99,150,,No,GOOD
Liège,Wallonie,HOUSE,HOUSE,90000,residential_sale,2,12,No,No,Yes,No,,No,,42,26,2,No,TO_RENOVATE
Leuze-En-Hainaut,Wallonie,HOUSE,HOUSE,95000,residential_sale,2,,None,No,Yes,No,,No,,85,,,No,None
Blaimont,Wallonie,HOUSE,HOUSE,59500,residential_sale,2,,None,Yes,Yes,Yes,,No,,40,,,No,None
Blaimont,Wallonie,HOUSE,HOUSE,64500,residential_sale,2,,None,Yes,Yes,Yes,,No,,40,,,No,None
Saint-Nicolas,Wallonie,HOUSE,HOUSE,20000,residential_sale,3,38,Yes,No,No,Yes,,No,,206,194,,No,GOOD
Koekelare,Flanders,APARTMENT,APARTMENT,159000,residential_sale,1,,None,No,No,No,,No,,,,,No,None
Oostende,Flanders,APARTMENT,APARTMENT,339000,residential_sale,2,,None,No,No,No,,No,,100,,,No,None
Oostende,Flanders,APARTMENT,APARTMENT,339000,residential_sale,3,,None,No,No,Yes,,No,,100,,,No,None
Durbuy,Wallonie,HOUSE,HOUSE,300000,residential_sale,4,,None,No,No,No,,No,,241,,,No,None
Oostende,Flanders,APARTMENT,APARTMENT,339000,residential_sale,2,,None,No,No,Yes,,No,,85,,,No,None
Durbuy,Wallonie,HOUSE,HOUSE,310000,residential_sale,5,,None,No,No,No,,Yes,,220,,,No,None
Eeklo,Flanders,APARTMENT,APARTMENT,358000,residential_sale,2,,None,No,No,Yes,,No,,102,,,No,None
Sint-Eloois-Winkel,Flanders,HOUSE,HOUSE,199000,residential_sale,5,,None,No,No,Yes,,Yes,,,,,No,None
Mol,Flanders,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,No,,Yes,,144,,,No,None
Mol,Flanders,HOUSE,HOUSE,319000,residential_sale,4,,None,No,No,No,,No,,123,,,No,None
Meerhout,Flanders,HOUSE,HOUSE,418000,residential_sale,4,,None,No,No,No,,Yes,,233,,,Yes,None
Knokke,Flanders,APARTMENT,APARTMENT,640000,residential_sale,2,,None,No,No,No,,No,,64,,,No,None
Knokke,Flanders,APARTMENT,APARTMENT,569000,residential_sale,2,,None,No,No,No,,No,,115,,,No,None
Mol,Flanders,HOUSE,HOUSE,345000,residential_sale,4,,None,No,No,No,,Yes,,153,,,No,None
Knokke,Flanders,APARTMENT,APARTMENT,835000,residential_sale,3,,None,No,No,No,,No,,88,,,No,None
Heist-aan-Zee,Flanders,APARTMENT,APARTMENT,329000,residential_sale,2,,None,No,No,No,,Yes,,76,,,No,None
Leuven,Flanders,HOUSE,HOUSE,945000,residential_sale,4,,None,No,No,No,,No,,270,,,No,None
Niel,Flanders,HOUSE,HOUSE,195000,residential_sale,2,,None,No,No,No,,No,,,,,No,None
Estaimbourg,Wallonie,APARTMENT,APARTMENT,269000,residential_sale,4,,None,No,No,No,,No,,272,,,No,None
Tournai,Wallonie,HOUSE,HOUSE,379000,residential_sale,4,,None,No,No,No,,No,,134,,,No,None
Knokke,Flanders,APARTMENT,APARTMENT,669000,residential_sale,3,,None,Yes,No,Yes,,No,,93,,,No,None
Lint,Flanders,APARTMENT,APARTMENT,239500,residential_sale,2,,None,No,No,No,,No,,83,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,370000,residential_sale,2,,None,No,No,Yes,,No,,85,,,No,None
Woluwe-Saint-Lambert,Brussels,APARTMENT,APARTMENT,170000,residential_sale,1,,None,No,No,Yes,5,No,,34,,,No,None
Zwijndrecht,Flanders,HOUSE,HOUSE,695000,residential_sale,5,20,Yes,No,No,Yes,50,Yes,976,440,1133,2,No,AS_NEW
Arlon,Wallonie,HOUSE,HOUSE,665000,residential_sale,5,,None,No,Yes,Yes,,No,,197,,,No,None
Zedelgem,Flanders,HOUSE,HOUSE,325000,residential_sale,3,,None,No,No,No,,Yes,1401,138,,,No,None
Beloeil,Wallonie,HOUSE,HOUSE,473000,residential_sale,5,,None,No,Yes,No,,No,,400,,,No,None
Arquennes - Seneffe,Wallonie,HOUSE,HOUSE,499999,residential_sale,4,,None,No,No,Yes,30,Yes,150,150,,,No,None
Veurne,Flanders,HOUSE,HOUSE,720000,residential_sale,6,22,No,No,No,Yes,,Yes,,360,676,,No,GOOD
Tielt,Flanders,HOUSE,HOUSE,395000,residential_sale,2,,None,No,No,No,,No,,,,,No,None
Evere,Brussels,HOUSE,HOUSE,425000,residential_sale,3,,None,No,No,Yes,3,Yes,36,196,,,No,None
Gistel,Flanders,HOUSE,HOUSE,419000,residential_sale,3,34,Yes,No,No,Yes,,No,,142,600,,No,GOOD
Geraardsbergen,Flanders,HOUSE,HOUSE,388000,residential_sale,3,35,Yes,No,No,Yes,25,Yes,340,154,441,,No,AS_NEW
Herentals,Flanders,HOUSE,HOUSE,298000,residential_sale,5,,None,No,No,No,,No,,325,,,No,None
Diksmuide,Flanders,HOUSE,HOUSE,329000,residential_sale,3,33,No,No,No,Yes,,Yes,,134,995,,No,GOOD
Braine-l'Alleud,Wallonie,HOUSE,HOUSE,345000,residential_sale,3,17,Yes,No,No,Yes,55,No,,155,150,2,No,AS_NEW
Geraardsbergen,Flanders,HOUSE,HOUSE,240000,residential_sale,3,14,Yes,No,No,No,,No,,100,60,,No,TO_BE_DONE_UP
Jemeppe-sur-Sambre,Wallonie,HOUSE,HOUSE,410000,residential_sale,3,,None,No,No,No,,Yes,,232,,,No,None
Kieldrecht,Flanders,HOUSE,HOUSE,369000,residential_sale,3,,None,No,No,Yes,,Yes,,,,,No,None
Zammel,Flanders,HOUSE,HOUSE,275000,residential_sale,3,,None,No,No,No,,No,,126,,,No,None
Tessenderlo,Flanders,HOUSE,HOUSE,324950,residential_sale,4,36,No,No,No,No,,Yes,,182,1217,,No,
Kieldrecht,Flanders,HOUSE,HOUSE,357500,residential_sale,3,,None,No,No,Yes,,Yes,,,,,No,None
Herentals,Flanders,HOUSE,HOUSE,249900,residential_sale,3,,None,No,No,No,,No,,130,,,No,None
Braine-le-Comte Hennuyères,Wallonie,HOUSE,HOUSE,320000,residential_sale,3,,None,No,No,Yes,40,No,,140,,,No,None
Kieldrecht,Flanders,HOUSE,HOUSE,343750,residential_sale,3,,None,No,No,Yes,,Yes,,,,,No,None
Kieldrecht,Flanders,HOUSE,HOUSE,368750,residential_sale,3,,None,No,No,Yes,,Yes,,,,,No,None
Frameries,Wallonie,HOUSE,HOUSE,55000,residential_sale,2,,None,No,No,No,,No,,93,,,No,None
Herzele,Flanders,HOUSE,HOUSE,400824,residential_sale,4,,None,No,No,No,,No,,,,,No,None
Herzele,Flanders,HOUSE,HOUSE,330020,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Morkhoven,Flanders,HOUSE,HOUSE,248000,residential_sale,3,,None,No,No,No,,No,,180,,,No,None
Herzele,Flanders,HOUSE,HOUSE,360792,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Uccle,Brussels,HOUSE,HOUSE,320000,residential_sale,4,32,No,No,No,No,,Yes,180,191,0,2,No,
Herzele,Flanders,HOUSE,HOUSE,359988,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Ieper,Flanders,HOUSE,HOUSE,329500,residential_sale,5,,None,No,No,No,,Yes,57,340,,,No,None
Zulte,Flanders,HOUSE,HOUSE,160000,residential_sale,2,,None,No,No,Yes,,Yes,970,,,,No,None
Herzele,Flanders,HOUSE,HOUSE,409275,residential_sale,4,,None,No,No,No,,No,,,,,No,None
Herzele,Flanders,HOUSE,HOUSE,374140,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Gooik,Flanders,HOUSE,HOUSE,550000,residential_sale,5,,None,No,No,Yes,,No,,254,,,No,None
Zwevegem,Flanders,HOUSE,HOUSE,220000,residential_sale,3,,None,No,No,No,,No,,181,,,No,None
Herzele,Flanders,HOUSE,HOUSE,358168,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Ciney,Wallonie,APARTMENT,APARTMENT,125000,residential_sale,3,,None,No,No,No,,Yes,178,80,,,No,None
Anderlues,Wallonie,HOUSE,HOUSE,280000,residential_sale,4,,None,No,No,Yes,,No,,222,,,No,None
Beernem,Flanders,HOUSE,HOUSE,411700,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Bassevelde,Flanders,HOUSE,HOUSE,397390,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Beernem,Flanders,HOUSE,HOUSE,379000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Olen,Flanders,HOUSE,HOUSE,204000,residential_sale,2,,None,No,No,No,,No,,104,,,No,None
Turnhout,Flanders,HOUSE,HOUSE,179000,residential_sale,4,,None,No,No,Yes,,No,,175,,,No,None
Adegem,Flanders,HOUSE,HOUSE,419511,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Adegem,Flanders,HOUSE,HOUSE,365512,residential_sale,3,,None,No,No,Yes,,Yes,,,,,No,None
Walem,Flanders,HOUSE,HOUSE,599000,residential_sale,4,,None,No,No,Yes,,No,,308,,,No,None
Adegem,Flanders,HOUSE,HOUSE,393615,residential_sale,3,,None,No,No,No,,Yes,,,,,No,None
Nieuwpoort,Flanders,APARTMENT,APARTMENT,399000,residential_sale,2,,None,No,No,Yes,,No,,89,,,No,None
Anderlues,Wallonie,HOUSE,HOUSE,75000,residential_sale,2,,None,No,No,No,,No,,140,,,No,None
Charleroi Montignies-sur-Sambre,Wallonie,HOUSE,HOUSE,120000,residential_sale,2,21,No,No,No,Yes,,No,,122,330,3,No,TO_BE_DONE_UP
De Haan,Flanders,APARTMENT,APARTMENT,289000,residential_sale,2,,None,No,No,Yes,,No,,89,,,No,None
Bazel,Flanders,HOUSE,HOUSE,592000,residential_sale,3,,None,No,No,Yes,,No,,,,,No,None
Turnhout,Flanders,APARTMENT,APARTMENT,260000,residential_sale,2,,None,No,No,No,,No,,80,,,No,None
De Haan,Flanders,APARTMENT,APARTMENT,239000,residential_sale,2,,None,No,No,Yes,,No,,78,,,No,None
Eeklo,Flanders,HOUSE,HOUSE,159000,residential_sale,2,38,No,No,No,No,,Yes,50,135,140,,No,TO_RENOVATE
Poperinge,Flanders,HOUSE,HOUSE,185000,residential_sale,3,27,No,No,No,No,,No,,131,65,,No,GOOD
Zeebrugge,Flanders,APARTMENT,APARTMENT,214000,residential_sale,2,,None,No,No,No,,No,,65,,,No,None
Herne,Flanders,HOUSE,HOUSE,545000,residential_sale,4,,None,No,No,Yes,,No,,,,,No,None
Peruwelz,Wallonie,HOUSE,HOUSE,140000,residential_sale,3,,None,No,No,Yes,,No,,144,,,No,None
Scherpenheuvel-Zichem,Flanders,HOUSE,HOUSE,795000,residential_sale,3,,None,No,Yes,No,,No,,203,,,No,None
Zwevegem,Flanders,HOUSE,HOUSE,348000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Oombergen,Flanders,HOUSE,HOUSE,399000,residential_sale,4,,None,No,No,No,,Yes,,198,,,No,None
Lebbeke,Flanders,HOUSE,HOUSE,399000,residential_sale,2,25,No,No,No,Yes,20,Yes,100,248,275,3,No,AS_NEW
Zwevegem,Flanders,HOUSE,HOUSE,301000,residential_sale,3,,None,No,No,No,,No,,,,,No,None
Braine-le-Comte,Wallonie,HOUSE,HOUSE,115000,residential_sale,2,25,No,No,No,Yes,23,Yes,,90,240,3,No,TO_RENOVATE
Bruxelles,Brussels,APARTMENT,APARTMENT,1839000,residential_sale,3,,None,No,No,Yes,76,No,,203,,,No,None
Uccle,Brussels,APARTMENT,APARTMENT,1990000,residential_sale,3,,None,No,Yes,Yes,169,No,,241,,,No,None
Leuven,Flanders,APARTMENT,APARTMENT,660115,residential_sale,3,71,No,No,No,Yes,67,No,,168,,,No,AS_NEW
Louvain-La-Neuve,Wallonie,APARTMENT,APARTMENT,620000,residential_sale,3,,None,No,Yes,Yes,61,No,,125,,,No,None
Louvain-La-Neuve,Wallonie,APARTMENT,APARTMENT,397000,residential_sale,2,,None,No,Yes,Yes,9,No,,90,,,No,None
Ieper,Flanders,HOUSE,HOUSE,320000,residential_sale,3,,None,No,No,Yes,27,Yes,144,242,,,No,None
Forest,Brussels,APARTMENT,APARTMENT,395000,residential_sale,3,,None,No,No,No,,Yes,300,111,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,385000,residential_sale,1,13,Yes,No,No,Yes,7,Yes,,72,,,No,AS_NEW
Anderlecht,Brussels,APARTMENT,APARTMENT,365000,residential_sale,3,,None,No,No,Yes,17,No,,137,,,No,None
Saint-Gilles,Brussels,APARTMENT,APARTMENT,230000,residential_sale,1,,None,No,No,Yes,2,No,,61,,,No,None
OHAIN,Wallonie,APARTMENT,APARTMENT,375000,residential_sale,2,,None,No,Yes,Yes,10,Yes,,108,,,No,None
Lede,Flanders,HOUSE,HOUSE,350000,residential_sale,5,,None,No,No,No,,No,,,,,No,None
Antwerpen Borgerhout,Flanders,APARTMENT,APARTMENT,185000,residential_sale,2,,None,No,No,Yes,4,No,,82,,,No,None
Huldenberg,Flanders,APARTMENT,APARTMENT,895000,residential_sale,3,,None,No,No,Yes,,No,,185,,,No,None
Wichelen,Flanders,HOUSE,HOUSE,325000,residential_sale,5,92,No,No,No,Yes,,No,,192,680,3,No,
Antwerp,Flanders,APARTMENT,APARTMENT,265000,residential_sale,3,,None,No,No,Yes,,No,,102,,,No,None
ChÃtelet ChÃtelineau,Wallonie,HOUSE,HOUSE,149900,residential_sale,3,20,No,No,No,Yes,30,Yes,200,,300,3,No,TO_RENOVATE
Essen,Flanders,HOUSE,HOUSE,339500,residential_sale,2,,None,No,No,Yes,,No,,67,,,No,None
PONT-DE-LOUP,Wallonie,HOUSE,HOUSE,239000,residential_sale,2,,None,No,Yes,Yes,,No,,194,,,No,None
Turnhout,Flanders,APARTMENT,APARTMENT,2122000,residential_sale,0,,None,No,No,No,,No,,664,,,No,None
Assebroek,Flanders,HOUSE,HOUSE,280000,residential_sale,3,,None,No,No,No,,No,,148,,,No,None
Assebroek,Flanders,HOUSE,HOUSE,280000,residential_sale,3,,None,No,No,No,,No,,148,,,No,None
Zingem,Flanders,HOUSE,HOUSE,349000,residential_sale,3,,None,No,No,Yes,,No,,228,,,No,None
Froyennes,Wallonie,HOUSE,HOUSE,230000,residential_sale,2,,None,No,Yes,No,,No,,163,,,No,None
Willebroek Blaasveld,Flanders,HOUSE,HOUSE,359000,residential_sale,4,19,Yes,No,No,Yes,20,Yes,105,172,190,3,No,GOOD
Ekeren,Flanders,HOUSE,HOUSE,379000,residential_sale,4,34,No,No,Yes,Yes,20,Yes,100,159,204,2,No,GOOD
Kapellen,Flanders,HOUSE,HOUSE,1600000,residential_sale,5,36,Yes,No,No,Yes,,No,,453,3371,4,Yes,AS_NEW
Uccle,Brussels,HOUSE,HOUSE,1450000,residential_sale,4,37,Yes,No,No,Yes,30,Yes,300,338,529,2,No,AS_NEW
Woluwe-Saint-Pierre,Brussels,HOUSE,HOUSE,1550000,residential_sale,9,,None,No,No,Yes,4,Yes,267,380,,,No,None
Watermael-Boitsfort,Brussels,HOUSE,HOUSE,1590000,residential_sale,5,32,Yes,No,No,Yes,20,Yes,650,300,800,4,No,AS_NEW
Schaerbeek,Brussels,HOUSE,HOUSE,1358000,residential_sale,5,53,Yes,No,No,Yes,26,Yes,230,495,340,2,No,TO_BE_DONE_UP
Braine-le-Chateau,Wallonie,HOUSE,HOUSE,1100000,residential_sale,5,48,Yes,No,No,Yes,30,Yes,3000,324,3660,4,No,GOOD
Rhode-St-Genèse,Flanders,HOUSE,HOUSE,1090000,residential_sale,4,50,Yes,No,Yes,Yes,25,Yes,,230,1262,4,No,GOOD
Knokke-Heist,Flanders,HOUSE,HOUSE,1325000,residential_sale,5,,None,No,No,Yes,18,Yes,130,212,,,No,None
Uccle,Brussels,HOUSE,HOUSE,1100000,residential_sale,4,41,Yes,No,No,No,,Yes,100,335,0,2,No,AS_NEW
