locality,postal_code,region,construction_year,energy_class,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Tongeren,3700,Flanders,1930,C,HOUSE,HOUSE,329000,residential_sale,3,16,1,0,0,1,21,1,622,180,741,3,1,JUST_RENOVATED
Marcinelle,6001,Wallonie,,None,APARTMENT,APARTMENT,90000,residential_sale,2,,None,0,0,1,,0,,85,,,0,None
Aalst Nieuwerkerken,9320,Flanders,,C,HOUSE,HOUSE,285000,residential_sale,3,24,1,0,0,1,22,0,,165,120,2,0,JUST_RENOVATED
Tielt,8700,Flanders,,None,HOUSE,HOUSE,250000,residential_sale,5,,None,0,0,1,,0,,,,,0,None
Bruxelles,1000,Brussels,,G,APARTMENT,DUPLEX,410000,residential_sale,2,32,1,0,0,1,,0,,111,,2,0,GOOD
Mol,2400,Flanders,,None,HOUSE,HOUSE,725000,residential_sale,5,,None,0,0,0,,0,,450,,,0,None
Tongeren,3700,Flanders,1990,B,APARTMENT,APARTMENT,219000,residential_sale,2,39,0,0,0,1,,0,,120,,2,0,GOOD
Geraardsbergen,9500,Flanders,1970,E,HOUSE,HOUSE,350000,residential_sale,5,37,0,0,0,1,,0,,274,1600,3,0,TO_BE_DONE_UP
Wichelen,9260,Flanders,,None,HOUSE,HOUSE,295000,residential_sale,2,,None,1,1,1,55,1,203,120,,,0,None
Idegem,9506,Flanders,1970,E,HOUSE,HOUSE,350000,residential_sale,5,37,0,0,0,1,,0,,274,1600,3,0,TO_BE_DONE_UP
SINT-LAMBRECHTS-WOLUWE,1200,Brussels,,None,APARTMENT,APARTMENT,545000,residential_sale,2,,None,0,1,0,,0,,111,,,0,None
Waremme,4300,Wallonie,,None,HOUSE,COUNTRY_COTTAGE,250000,residential_sale,3,,None,0,0,0,,0,,125,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,APARTMENT,595000,residential_sale,3,,None,0,1,0,,0,,125,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,DUPLEX,595000,residential_sale,3,,None,0,1,0,,0,,125,,,0,None
Ixelles,1050,Brussels,2024,,APARTMENT,LOFT,499000,residential_sale,1,41,1,0,0,1,9,0,,81,,2,0,AS_NEW
Gent Mariakerke,9030,Flanders,,None,HOUSE,HOUSE,441000,residential_sale,4,,None,0,0,1,15,1,175,164,,,0,None
Bruxelles,1000,Brussels,2024,,APARTMENT,LOFT,499000,residential_sale,1,41,1,0,0,1,9,0,,81,,2,0,AS_NEW
Schaerbeek,1030,Brussels,,None,HOUSE,APARTMENT_BLOCK,1100000,residential_sale,7,,None,0,0,1,9,0,,426,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,FLAT_STUDIO,260000,residential_sale,0,,None,1,0,1,8,0,,31,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,395000,residential_sale,2,,None,1,0,1,25,0,,93,,,0,None
SINT-LAMBRECHTS-WOLUWE,1200,Brussels,,None,APARTMENT,APARTMENT,199000,residential_sale,1,,None,0,1,1,12,0,,55,,,0,None
Merchtem,1785,Flanders,,None,APARTMENT,PENTHOUSE,309000,residential_sale,2,,None,0,1,1,12,0,,75,,,0,None
Sint-Lambrechts-Woluwe,1200,Brussels,,None,APARTMENT,APARTMENT,455000,residential_sale,2,,None,0,0,1,18,1,71,93,,,0,None
De Haan,8420,Flanders,,None,APARTMENT,APARTMENT,289000,residential_sale,2,,None,0,0,1,,0,,73,,,0,None
Machelen,1830,Flanders,2019,B,HOUSE,HOUSE,425000,residential_sale,3,32,1,0,0,0,,1,,135,108,,0,AS_NEW
MOLENBEEK-SAINT-JEAN,1080,Brussels,,None,APARTMENT,APARTMENT,265000,residential_sale,2,,None,0,1,1,4,0,,105,,,0,None
Lier,2500,Flanders,,None,APARTMENT,PENTHOUSE,239442,residential_sale,1,,None,0,0,1,,0,,57,,,0,None
Aalst,9300,Flanders,,None,APARTMENT,APARTMENT,175000,residential_sale,2,,None,0,1,1,4,0,,70,,,0,None
Lier,2500,Flanders,,None,APARTMENT,APARTMENT,247390,residential_sale,1,,None,0,0,0,,0,,77,,,0,None
Lier,2500,Flanders,,None,APARTMENT,APARTMENT,286981,residential_sale,2,,None,0,0,0,,0,,91,,,0,None
Lier,2500,Flanders,,None,APARTMENT,APARTMENT,286981,residential_sale,2,,None,0,0,0,,0,,94,,,0,None
Lier,2500,Flanders,,None,APARTMENT,APARTMENT,247390,residential_sale,1,,None,0,0,0,,0,,77,,,0,None
Nivelles,1400,Wallonie,,None,APARTMENT,APARTMENT,375000,residential_sale,2,,None,0,1,1,24,1,65,93,,,0,None
MASSENHOVEN,2240,Flanders,1953,E,HOUSE,HOUSE,349000,residential_sale,4,37,0,0,1,0,,0,,199,320,4,0,AS_NEW
Laeken,1020,Brussels,,None,APARTMENT,APARTMENT,225000,residential_sale,2,,None,0,0,1,2,0,,80,,,0,None
Lier,2500,Flanders,,None,APARTMENT,APARTMENT,247390,residential_sale,1,,None,0,0,0,,0,,77,,,0,None
Aalst,9300,Flanders,2000,C,HOUSE,HOUSE,479000,residential_sale,4,18,1,0,0,1,,0,,290,1681,3,0,GOOD
Lier,2500,Flanders,,None,APARTMENT,APARTMENT,286981,residential_sale,2,,None,0,0,0,,0,,91,,,0,None
NIL-SAINT-VINCENT-SAINT-MARTIN,1457,Wallonie,2001,C,HOUSE,HOUSE,450000,residential_sale,5,39,0,0,1,1,,1,,160,927,4,0,GOOD
Schepdaal,1703,Flanders,,None,HOUSE,HOUSE,495000,residential_sale,7,,None,0,1,0,,0,,307,,,0,None
Herdersem,9310,Flanders,2000,C,HOUSE,HOUSE,479000,residential_sale,4,18,1,0,0,1,,0,,290,1681,3,0,GOOD
Bornem,2880,Flanders,2001,B,HOUSE,HOUSE,625000,residential_sale,3,61,0,0,0,1,30,1,250,212,529,4,0,GOOD
Steenokkerzeel,1820,Flanders,,None,HOUSE,HOUSE,425000,residential_sale,6,,None,0,0,1,20,1,330,380,,,0,None
Lint,2547,Flanders,,None,HOUSE,HOUSE,375000,residential_sale,3,,None,0,0,1,,1,200,126,,,0,None
Temse,9140,Flanders,1997,B,HOUSE,HOUSE,495000,residential_sale,3,35,1,0,0,1,31,1,196,152,348,3,0,GOOD
Bouge,5004,Wallonie,,None,HOUSE,HOUSE,299000,residential_sale,3,,None,0,0,1,,1,50,130,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,2023,A,HOUSE,HOUSE,1035000,residential_sale,4,28,1,0,0,1,8,1,47,226,119,2,0,AS_NEW
Brugge,8000,Flanders,,None,HOUSE,HOUSE,275000,residential_sale,3,,None,0,0,1,,0,,109,,,0,None
Sint-Lievens-Houtem,9520,Flanders,,None,HOUSE,HOUSE,336000,residential_sale,2,,None,0,0,1,7,1,92,115,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,PENTHOUSE,1900000,residential_sale,3,,None,0,1,1,59,0,,286,,,0,None
Landen,3400,Flanders,1980,F,HOUSE,HOUSE,349000,residential_sale,4,43,0,0,0,1,,1,722,180,722,4,0,GOOD
Uccle,1180,Brussels,,None,APARTMENT,PENTHOUSE,1360000,residential_sale,3,,None,0,0,1,36,0,,,,,0,None
Tienen,3300,Flanders,,None,APARTMENT,APARTMENT,330000,residential_sale,3,,None,0,0,1,,0,,115,,,0,None
Hoboken,2660,Flanders,1964,B,HOUSE,HOUSE,349900,residential_sale,3,30,0,0,1,0,,1,72,164,168,2,0,AS_NEW
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,1340000,residential_sale,3,,None,0,0,1,36,0,,179,,,0,None
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,GROUND_FLOOR,1000000,residential_sale,3,,None,0,0,1,45,1,145,165,,,0,None
Bruxelles ville,1000,Brussels,,None,APARTMENT,APARTMENT,670000,residential_sale,1,,None,0,0,1,9,0,,98,,,0,None
Grez-Doiceau,1390,Wallonie,,None,APARTMENT,APARTMENT,699000,residential_sale,3,,None,0,1,1,16,1,,199,,,0,None
Evere,1140,Brussels,,B,APARTMENT,PENTHOUSE,529000,residential_sale,3,39,1,0,0,1,16,0,,121,,2,0,AS_NEW
Kraainem,1950,Flanders,,None,APARTMENT,DUPLEX,995000,residential_sale,3,,None,0,0,1,8,0,,173,,,0,None
Grez-Doiceau,1390,Wallonie,,None,APARTMENT,APARTMENT,655000,residential_sale,3,,None,0,1,1,23,1,,157,,,0,None
Grez-Doiceau,1390,Wallonie,,None,APARTMENT,APARTMENT,525000,residential_sale,3,,None,0,1,1,7,1,,116,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,645000,residential_sale,3,,None,0,0,1,16,1,86,132,,,0,None
Evere,1140,Brussels,,A,APARTMENT,PENTHOUSE,489000,residential_sale,3,32,1,0,0,1,14,0,,108,,2,0,AS_NEW
Leuven,3000,Flanders,,None,APARTMENT,APARTMENT,465000,residential_sale,1,,None,0,1,1,9,0,,130,,,0,None
BRUXELLES,1000,Brussels,,None,APARTMENT,DUPLEX,460000,residential_sale,3,,None,0,1,1,52,0,,147,,,0,None
Jette,1090,Brussels,2022,A,APARTMENT,GROUND_FLOOR,479000,residential_sale,3,30,1,0,0,1,15,1,82,115,,3,0,AS_NEW
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,485000,residential_sale,2,,None,0,0,1,17,0,,107,,,0,None
Leuven,3000,Flanders,,None,APARTMENT,LOFT,465000,residential_sale,1,,None,0,1,1,9,0,,130,,,0,None
Evere,1140,Brussels,,A,APARTMENT,APARTMENT,459000,residential_sale,3,36,1,0,0,1,6,0,,116,,2,0,AS_NEW
Evere,1140,Brussels,,None,APARTMENT,APARTMENT,459000,residential_sale,3,,None,0,0,1,6,0,,115,,,0,None
Evere,1140,Brussels,,None,APARTMENT,PENTHOUSE,450000,residential_sale,3,,None,0,1,1,43,0,,156,,,0,None
HAREN (BRU.),1130,Brussels,,None,APARTMENT,PENTHOUSE,450000,residential_sale,3,,None,0,1,1,43,0,,156,,,0,None
Uccle,1180,Brussels,,None,APARTMENT,APARTMENT,445000,residential_sale,2,,None,0,0,1,14,1,123,92,,,0,None
HAREN (BRU.),1130,Brussels,,None,APARTMENT,PENTHOUSE,450000,residential_sale,3,,None,0,1,1,43,0,,156,,,0,None
Grez-Doiceau,1390,Wallonie,,None,APARTMENT,APARTMENT,435000,residential_sale,2,,None,0,1,1,11,1,,101,,,0,None
Evere,1140,Brussels,,None,APARTMENT,PENTHOUSE,450000,residential_sale,3,,None,0,1,1,43,0,,156,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,GROUND_FLOOR,407000,residential_sale,2,,None,0,0,1,10,0,,107,,,0,None
Sprimont,4140,Wallonie,,None,HOUSE,HOUSE,319000,residential_sale,3,,None,0,0,0,,1,2565,132,,,0,None
Ixelles,1050,Brussels,,None,APARTMENT,APARTMENT,415000,residential_sale,1,,None,0,0,1,12,0,,78,,,0,None
Berchem,2600,Flanders,,None,APARTMENT,APARTMENT,375000,residential_sale,2,,None,0,0,1,4,0,,96,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,GROUND_FLOOR,407000,residential_sale,2,,None,0,0,1,13,0,,104,,,0,None
Chaudfontaine Beaufays,4052,Wallonie,,None,HOUSE,HOUSE,319000,residential_sale,3,,None,0,0,0,,1,2565,132,,,0,None
Geraardsbergen,9500,Flanders,1930,F,HOUSE,HOUSE,155000,residential_sale,2,12,0,0,0,0,,1,520,82,550,2,0,TO_RENOVATE
Seraing,4102,Wallonie,1977,D,HOUSE,TOWN_HOUSE,249500,residential_sale,4,40,0,0,0,1,20,1,250,150,363,2,0,GOOD
Saint-Gilles,1060,Brussels,,None,APARTMENT,APARTMENT,599000,residential_sale,3,,None,0,0,1,20,1,40,110,,,0,None
Geer,4250,Wallonie,2005,C,APARTMENT,DUPLEX,225000,residential_sale,2,30,0,0,0,1,6,1,160,94,,2,0,AS_NEW
Anderlecht,1070,Brussels,,None,APARTMENT,DUPLEX,180000,residential_sale,2,,None,0,0,0,,0,,74,,,0,None
Charleroi-Marchienne-au-Pont,6030,Wallonie,,F,APARTMENT,APARTMENT,149000,residential_sale,3,40,0,0,0,1,,1,146,120,,3,0,GOOD
Charleroi Monceau-sur-Sambre,6031,Wallonie,,None,HOUSE,HOUSE,155000,residential_sale,5,,None,0,0,1,20,1,80,186,,,0,None
Geer,4250,Wallonie,2005,D,APARTMENT,DUPLEX,240000,residential_sale,3,31,0,0,0,1,18,1,225,115,,3,0,AS_NEW
Sint-Kruis,8310,Flanders,,None,HOUSE,HOUSE,389000,residential_sale,3,,None,0,0,1,,0,,251,,,0,None
Stabroek,2940,Flanders,1975,B,HOUSE,TOWN_HOUSE,349000,residential_sale,3,36,0,0,0,1,,0,,160,180,2,0,AS_NEW
Bruxelles,1000,Brussels,,None,APARTMENT,APARTMENT,400000,residential_sale,2,,None,0,0,1,7,0,,87,,,0,None
Aalst,9300,Flanders,,E,HOUSE,HOUSE,259000,residential_sale,3,26,0,0,0,1,,0,,130,293,3,0,GOOD
Aalst Moorsel,9310,Flanders,,E,HOUSE,HOUSE,259000,residential_sale,3,26,0,0,0,1,,0,,130,293,3,0,GOOD
Woluwe-Saint-Lambert,1200,Brussels,,None,APARTMENT,PENTHOUSE,399400,residential_sale,1,,None,0,0,1,8,0,,74,,,0,None
Bruxelles,1000,Brussels,,None,APARTMENT,GROUND_FLOOR,384000,residential_sale,3,,None,0,0,1,7,0,,110,,,0,None
Berendrecht,2040,Flanders,,None,HOUSE,HOUSE,289000,residential_sale,3,,None,0,0,1,,0,,203,,,0,None
Eupen,4700,Wallonie,,None,APARTMENT,APARTMENT,379000,residential_sale,3,,None,0,0,1,85,0,,130,,,0,None
Anderlecht,1070,Brussels,,None,APARTMENT,APARTMENT,362500,residential_sale,3,,None,0,0,1,17,0,,118,,,0,None
Wavre,1300,Wallonie,,None,APARTMENT,APARTMENT,360000,residential_sale,2,,None,0,0,1,29,0,,94,,,0,None
Wavre,1300,Wallonie,,None,APARTMENT,APARTMENT,345000,residential_sale,2,,None,0,0,1,17,0,,99,,,0,None
Wavre,1300,Wallonie,,None,APARTMENT,APARTMENT,335000,residential_sale,2,,None,0,0,1,20,0,,108,,,0,None
Eupen,4700,Wallonie,,None,APARTMENT,APARTMENT,310000,residential_sale,2,,None,0,0,1,56,0,,97,,,0,None
