locality,postal_code,region,property_type,subtype_property,price,contruction_year,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Auderghem,1160,Brussels,HOUSE,HOUSE,1295000,1925,residential_sale,4,18,0,0,0,1,20,1,600,200,725,3,0,TO_RENOVATE
Londerzeel,1840,Flanders,HOUSE,HOUSE,580000,1957,residential_sale,5,35,0,0,0,1,65,1,,255,839,,0,AS_NEW
Middelkerke,8430,Flanders,APARTMENT,APARTMENT,255000,,residential_sale,1,,None,0,0,1,,0,,50,,,0,None
Forest,1190,Brussels,APARTMENT,APARTMENT,285000,,residential_sale,3,,None,0,0,1,13,0,,105,,,0,None
Bruxelles,1000,Brussels,APARTMENT,APARTMENT,345000,,residential_sale,1,,None,0,0,1,,0,,56,,,0,None
Westende,8434,Flanders,APARTMENT,APARTMENT,459000,,residential_sale,2,,None,0,0,0,,0,,100,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,490000,,residential_sale,3,,None,1,0,0,,0,,101,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,135000,,residential_sale,1,,None,0,0,0,,0,,53,,,0,None
Brasschaat,2930,Flanders,APARTMENT,APARTMENT,239000,,residential_sale,1,,None,0,1,0,,0,,90,,,0,None
Deurne,2100,Flanders,APARTMENT,APARTMENT,189000,,residential_sale,1,,None,0,0,1,6,0,,60,,,0,None
Lier,2500,Flanders,HOUSE,HOUSE,405000,,residential_sale,3,,None,0,0,0,,0,,130,,,0,None
Bredene,8450,Flanders,APARTMENT,APARTMENT,269000,,residential_sale,3,,None,0,0,0,,0,,115,,,0,None
La Louviere,7100,Wallonie,HOUSE,HOUSE,99000,,residential_sale,2,,None,0,0,0,,0,,,,,0,None
Berlaar,2590,Flanders,HOUSE,HOUSE,315000,,residential_sale,2,,None,0,0,0,,1,,,,,0,None
Leopoldsburg,3970,Flanders,HOUSE,HOUSE,269000,,residential_sale,3,,None,0,0,0,,0,,180,,,0,None
Leopoldsburg,3970,Flanders,HOUSE,HOUSE,269000,,residential_sale,3,,None,0,0,0,,0,,180,,,0,None
Oostende,8400,Flanders,APARTMENT,APARTMENT,349000,,residential_sale,2,,None,0,0,1,16,0,,81,,,0,None
Gent,9000,Flanders,HOUSE,HOUSE,645000,1939,residential_sale,4,20,0,0,0,1,6,1,85,235,175,,0,
Sint-Amandsberg,9040,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,0,1,4,0,,85,,,0,None
Appelterre-Eichem,9400,Flanders,HOUSE,HOUSE,475000,1938,residential_sale,7,48,0,0,0,0,,0,,290,408,3,0,AS_NEW
Aalst,9300,Flanders,APARTMENT,APARTMENT,209000,2000,residential_sale,2,42,0,0,0,1,21,1,,84,,,0,JUST_RENOVATED
Aalst,9300,Flanders,HOUSE,HOUSE,364000,2014,residential_sale,3,33,1,0,0,1,,1,,151,186,,0,AS_NEW
Uccle,1180,Brussels,HOUSE,HOUSE,445000,,residential_sale,3,,None,0,1,0,,1,185,180,,,0,None
Sint-Andries,8200,Flanders,HOUSE,HOUSE,339000,,residential_sale,2,,None,0,0,0,,0,,112,,,0,None
Mechelen,2800,Flanders,APARTMENT,APARTMENT,240000,,residential_sale,2,,None,0,0,0,,0,,72,,,0,None
Bissegem,8501,Flanders,HOUSE,HOUSE,299000,1947,residential_sale,4,20,0,0,0,0,,1,40,209,172,,0,AS_NEW
De Pinte,9840,Flanders,HOUSE,HOUSE,699000,,residential_sale,3,,None,0,1,0,,0,,232,,,0,None
Wingene,8750,Flanders,HOUSE,HOUSE,389522,,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Deinze,9800,Flanders,APARTMENT,APARTMENT,288000,2023,residential_sale,1,11,0,0,0,1,19,1,,73,,4,0,
Wingene,8750,Flanders,HOUSE,HOUSE,286341,,residential_sale,3,,None,0,0,0,,0,,,,,0,None
Testelt,3272,Flanders,HOUSE,HOUSE,289000,,residential_sale,2,,None,0,0,1,,0,,287,,,0,None
Uccle,1180,Brussels,HOUSE,HOUSE,1195000,1975,residential_sale,4,40,0,0,0,1,50,1,1080,266,10,4,0,TO_BE_DONE_UP
Marke,8510,Flanders,HOUSE,HOUSE,1296000,,residential_sale,5,,None,0,1,1,,0,,550,,,0,None
Hamoir,4180,Wallonie,HOUSE,HOUSE,245000,,residential_sale,3,,None,0,0,0,,0,,112,,,0,None
Wezembeek-Oppem,1970,Flanders,HOUSE,HOUSE,475000,,residential_sale,3,36,1,0,0,1,10,1,100,120,190,3,0,AS_NEW
Wezembeek-Oppem,1970,Flanders,HOUSE,HOUSE,475000,1900,residential_sale,3,45,1,0,0,1,20,0,,117,227,2,0,AS_NEW
Namur,5002,Wallonie,HOUSE,HOUSE,259000,,residential_sale,4,,None,1,0,1,70,1,100,165,,,0,None
Geel,2440,Flanders,HOUSE,HOUSE,319000,,residential_sale,4,,None,0,0,1,10,1,700,160,,,0,None
Diegem,1831,Flanders,HOUSE,HOUSE,385000,,residential_sale,3,,None,0,1,0,,1,72,157,,,0,None
Mouscron,7700,Wallonie,HOUSE,HOUSE,169000,,residential_sale,3,36,0,0,1,1,25,1,45,116,158,2,0,JUST_RENOVATED
Laeken (Bruxelles),1020,Brussels,APARTMENT,APARTMENT,310000,,residential_sale,2,,None,0,0,0,,0,,145,,,0,None
Hemiksem,2620,Flanders,APARTMENT,APARTMENT,299000,,residential_sale,2,,None,0,0,1,,0,,109,,,0,None
Geraardsbergen,9500,Flanders,HOUSE,HOUSE,235000,1986,residential_sale,4,34,0,0,0,1,9,0,,136,136,2,0,AS_NEW
Hoboken,2660,Flanders,HOUSE,HOUSE,339000,,residential_sale,3,30,0,0,1,0,,1,74,155,188,2,0,GOOD
WARZÉE,4590,Wallonie,HOUSE,HOUSE,295000,2022,residential_sale,3,49,0,0,1,1,20,1,105,150,400,3,0,
Anderlecht,1070,Brussels,APARTMENT,APARTMENT,200000,,residential_sale,2,,None,0,1,1,16,0,,78,,,0,None
NeufchÃteau Longlier,6840,Wallonie,HOUSE,HOUSE,312000,2022,residential_sale,3,36,0,0,0,1,20,1,453,128,453,3,0,AS_NEW
Hemiksem,2620,Flanders,HOUSE,HOUSE,469000,,residential_sale,3,,None,0,0,0,,0,,142,,,0,None
Balen,2490,Flanders,APARTMENT,APARTMENT,465000,,residential_sale,2,,None,0,0,0,,0,,639,,,0,None
Mol,2400,Flanders,HOUSE,HOUSE,269000,,residential_sale,4,,None,0,0,1,,0,,167,,,0,None
Bruxelles,1020,Brussels,APARTMENT,APARTMENT,129000,,residential_sale,1,,None,0,0,0,,0,,55,,,0,None
Balen,2490,Flanders,HOUSE,HOUSE,245000,,residential_sale,2,,None,0,0,1,,0,,,,,0,None
Huizingen,1654,Flanders,HOUSE,HOUSE,299000,,residential_sale,3,,None,0,1,0,,0,,172,,,0,None
Borgloon,3840,Flanders,HOUSE,HOUSE,195000,,residential_sale,2,25,0,0,1,0,,0,,,0,3,0,GOOD
Edegem,2650,Flanders,HOUSE,HOUSE,269000,,residential_sale,4,,None,0,0,1,,0,,153,,,0,None
Mabompré,6663,Wallonie,HOUSE,HOUSE,385000,2009,residential_sale,5,18,1,0,0,1,30,1,1044,201,1246,4,1,AS_NEW
Berlare,9290,Flanders,HOUSE,HOUSE,650000,1979,residential_sale,3,26,1,0,0,0,,0,,203,1760,4,0,
Bonneville,5300,Wallonie,HOUSE,HOUSE,275000,2019,residential_sale,3,19,0,0,0,1,31,0,,111,286,2,0,AS_NEW
Antwerp,2000,Flanders,APARTMENT,APARTMENT,349000,,residential_sale,2,30,0,0,0,1,3,0,,118,,,0,GOOD
Lede,9340,Flanders,HOUSE,HOUSE,335000,1953,residential_sale,3,17,1,0,0,1,,0,,145,167,4,0,AS_NEW
Aalst,9300,Flanders,HOUSE,HOUSE,495000,2022,residential_sale,4,33,1,0,0,1,20,0,,277,108,2,0,AS_NEW
Lede,9340,Flanders,HOUSE,HOUSE,475000,2022,residential_sale,3,34,1,0,0,1,24,0,,210,444,3,0,AS_NEW
Antwerp,2000,Flanders,APARTMENT,APARTMENT,449000,,residential_sale,2,28,1,0,0,1,2,0,,85,,2,0,AS_NEW
Leuze-En-Hainaut,7900,Wallonie,HOUSE,HOUSE,105000,,residential_sale,2,,None,0,0,1,,0,,120,,,0,None
Vilvoorde,1800,Flanders,HOUSE,HOUSE,565000,2012,residential_sale,3,58,1,0,1,1,38,0,,230,0,,0,GOOD
Wilrijk,2610,Flanders,HOUSE,HOUSE,522000,1970,residential_sale,3,33,0,0,1,1,10,1,55,183,170,3,0,AS_NEW
Destelbergen,9070,Flanders,HOUSE,HOUSE,550000,1965,residential_sale,4,36,0,0,1,0,,1,1451,250,1726,4,0,TO_RENOVATE
Landen,3400,Flanders,HOUSE,HOUSE,539000,1984,residential_sale,4,61,0,0,1,0,,1,,345,924,,0,AS_NEW
Woluwe-Saint-Pierre,1150,Brussels,HOUSE,HOUSE,495000,1956,residential_sale,2,35,0,0,0,1,10,1,100,92,239,3,0,TO_RENOVATE
Nassogne,6953,Wallonie,HOUSE,HOUSE,535000,,residential_sale,2,,None,0,1,1,27,0,,153,,,1,None
WOLKRANGE,6780,Wallonie,HOUSE,HOUSE,495000,,residential_sale,6,,None,0,1,0,,0,,293,,,0,None
Antwerp,2000,Flanders,HOUSE,HOUSE,425000,,residential_sale,7,15,0,0,1,1,12,1,26,205,88,2,0,TO_RENOVATE
Spiennes,7032,Wallonie,HOUSE,HOUSE,449500,,residential_sale,4,,None,0,1,1,22,1,837,257,,,0,None
Kontich,2550,Flanders,HOUSE,HOUSE,435000,,residential_sale,3,48,0,0,1,0,,1,108,256,180,2,0,GOOD
Wilrijk,2610,Flanders,HOUSE,HOUSE,435000,1962,residential_sale,3,30,1,0,1,0,,1,80,180,235,2,0,AS_NEW
Berchem,2600,Flanders,HOUSE,HOUSE,399000,,residential_sale,3,25,0,0,1,0,,1,160,119,202,2,0,JUST_RENOVATED
Anderlecht,1070,Brussels,HOUSE,HOUSE,440000,1961,residential_sale,5,42,1,0,0,1,20,1,70,157,300,3,0,GOOD
Gijzegem,9308,Flanders,HOUSE,HOUSE,399000,1991,residential_sale,4,23,1,0,0,1,25,1,148,239,419,2,0,GOOD
Zwijndrecht,2070,Flanders,HOUSE,HOUSE,449000,1980,residential_sale,3,43,1,0,0,1,20,1,250,181,438,3,0,AS_NEW
Overwinden,3400,Flanders,HOUSE,HOUSE,395000,1938,residential_sale,3,37,0,0,0,1,,0,,340,4789,4,0,TO_BE_DONE_UP
Groot-Bijgaarden,1702,Flanders,HOUSE,HOUSE,399000,1958,residential_sale,4,40,0,0,1,0,,1,130,185,1300,3,0,TO_RENOVATE
Vilvoorde,1800,Flanders,HOUSE,HOUSE,389000,1982,residential_sale,3,40,1,0,0,0,,1,,140,227,,0,AS_NEW
Héron,4217,Wallonie,HOUSE,HOUSE,395000,1997,residential_sale,5,52,0,0,1,0,,1,,260,7341,4,0,AS_NEW
BLAASVELD,2830,Flanders,HOUSE,HOUSE,385000,,residential_sale,5,,None,0,1,1,,1,,195,,,0,None
Niel,2845,Flanders,HOUSE,HOUSE,385000,,residential_sale,3,,None,0,1,1,20,1,130,180,,,0,None
Avelgem,8580,Flanders,HOUSE,HOUSE,365000,,residential_sale,4,,None,0,1,1,64,0,,400,,,0,None
Lembeke,9971,Flanders,HOUSE,HOUSE,763549,,residential_sale,4,,None,0,0,0,,0,,,,,0,None
Nieuwpoort,8620,Flanders,APARTMENT,APARTMENT,599000,,residential_sale,2,,None,0,0,1,15,1,,120,,,0,None
Nieuwpoort,8620,Flanders,HOUSE,HOUSE,250000,,residential_sale,3,,None,0,0,0,,1,,110,,,0,None
Nieuwpoort,8620,Flanders,HOUSE,HOUSE,250000,,residential_sale,3,,None,0,0,0,,1,,110,,,0,None
Nieuwpoort,8620,Flanders,APARTMENT,APARTMENT,599000,,residential_sale,2,,None,0,0,1,15,1,,120,,,0,None
Ieper,8900,Flanders,HOUSE,HOUSE,850000,,residential_sale,3,,None,0,0,1,,1,,582,,,0,None
Melle,9090,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,0,0,,0,,83,,,0,None
Ledeberg,9050,Flanders,HOUSE,HOUSE,497000,,residential_sale,5,,None,0,0,1,,0,,223,,,0,None
Oostakker,9041,Flanders,HOUSE,HOUSE,449000,,residential_sale,3,,None,0,0,0,,1,,190,,,0,None
Erembodegem,9320,Flanders,HOUSE,HOUSE,265000,,residential_sale,2,,None,0,0,1,,0,,,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,274000,2021,residential_sale,1,35,0,0,0,1,,1,,85,,,0,
Rotselaar,3110,Flanders,HOUSE,HOUSE,305000,,residential_sale,4,,None,0,0,1,19,1,590,145,,,0,None
Rillaar,3202,Flanders,HOUSE,HOUSE,399000,,residential_sale,3,,None,0,0,1,,1,,,,,0,None
Sint-Niklaas,9100,Flanders,HOUSE,HOUSE,329000,,residential_sale,3,,None,0,0,0,,1,,108,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,229000,,residential_sale,2,,None,0,0,0,,0,,80,,,0,None
Sint-Niklaas,9100,Flanders,APARTMENT,APARTMENT,253000,,residential_sale,3,,None,0,0,1,10,0,,131,,,0,None
Riemst,3770,Flanders,HOUSE,HOUSE,268500,,residential_sale,3,,None,0,0,0,,1,,170,,,0,None
Kortessem,3720,Flanders,HOUSE,HOUSE,249000,1972,residential_sale,3,36,0,0,0,1,34,1,,165,824,,0,TO_RENOVATE
Sprimont,4140,Wallonie,HOUSE,HOUSE,289000,2022,residential_sale,3,44,0,0,0,1,,0,,124,334,3,0,AS_NEW
Hasselt,3500,Flanders,APARTMENT,APARTMENT,360000,2007,residential_sale,2,45,0,0,0,1,12,1,,101,,,0,AS_NEW
Knokke,8300,Flanders,APARTMENT,APARTMENT,535000,,residential_sale,2,,None,0,0,0,,0,,73,,,0,None
Sprimont,4140,Wallonie,HOUSE,HOUSE,289000,,residential_sale,3,,None,0,0,1,,0,,124,,,0,None
Sprimont,4140,Wallonie,HOUSE,HOUSE,289000,2022,residential_sale,3,44,0,0,0,1,,0,,124,341,3,0,AS_NEW
Arlon -Sterpenich,6700,Wallonie,HOUSE,HOUSE,699000,2003,residential_sale,5,41,1,0,0,1,31,1,400,243,697,4,1,AS_NEW
Mettet,5640,Wallonie,HOUSE,HOUSE,460000,1991,residential_sale,3,20,0,0,0,1,40,1,900,171,1061,4,0,GOOD
Putte,2580,Flanders,HOUSE,HOUSE,425000,,residential_sale,4,,None,0,1,1,,0,,159,,,0,None
Nandrin,4550,Wallonie,HOUSE,HOUSE,359000,,residential_sale,3,,None,0,1,1,,1,,250,,,0,None
BRUSSEGEM,1785,Flanders,HOUSE,HOUSE,550000,,residential_sale,6,,None,0,1,1,,0,,295,,,0,None
Deurne,2100,Flanders,HOUSE,HOUSE,349000,1955,residential_sale,2,35,0,0,1,0,,1,30,161,144,2,0,GOOD
Hoboken,2660,Flanders,HOUSE,HOUSE,295000,,residential_sale,2,,None,0,1,0,,1,25,150,,,0,None
Kapelle-op-den-Bos,1880,Flanders,HOUSE,HOUSE,349000,,residential_sale,4,,None,0,1,1,,1,,192,,,0,None
Gosselies,6041,Wallonie,HOUSE,HOUSE,264000,,residential_sale,4,,None,0,0,1,57,1,89,171,,,0,None
Schaerbeek,1030,Brussels,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,1,0,,0,,98,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,448000,,residential_sale,3,,None,0,0,1,14,0,,140,,,0,None
Gent,9000,Flanders,APARTMENT,APARTMENT,448000,,residential_sale,3,,None,0,0,1,15,0,,140,,,0,None
Waregem,8793,Flanders,APARTMENT,APARTMENT,378500,,residential_sale,2,,None,0,1,1,,0,,94,,,0,None
RACHECOURT,6792,Wallonie,HOUSE,HOUSE,274000,,residential_sale,3,,None,0,1,1,15,1,,123,,,0,None
Waregem,8793,Flanders,APARTMENT,APARTMENT,378500,,residential_sale,2,,None,0,1,1,,0,,94,,,0,None
Sint-Pieters-Leeuw,1600,Flanders,HOUSE,HOUSE,263000,1918,residential_sale,2,16,0,0,0,1,20,1,95,114,170,,0,GOOD
Vresse-sur-Semois,5550,Wallonie,HOUSE,HOUSE,139000,,residential_sale,6,,None,0,1,1,40,1,700,270,,,0,None
Knokke,8300,Flanders,APARTMENT,APARTMENT,545000,,residential_sale,2,,None,0,0,0,,1,,75,,,0,None
Affligem,1790,Flanders,HOUSE,HOUSE,405000,,residential_sale,3,35,1,0,0,1,20,1,75,179,259,3,0,AS_NEW
Knokke,8300,Flanders,APARTMENT,APARTMENT,435000,,residential_sale,1,,None,1,0,0,,0,,62,,,0,None
Leffinge,8432,Flanders,HOUSE,HOUSE,249000,,residential_sale,4,,None,0,1,1,,0,,189,,,0,None
Ganshoren,1083,Brussels,APARTMENT,APARTMENT,209000,,residential_sale,2,,None,0,0,0,,0,,90,,,0,None
Saint-Servais,5002,Wallonie,HOUSE,HOUSE,250000,,residential_sale,3,,None,0,0,1,15,1,,130,,,0,None
Heist-aan-Zee,8301,Flanders,APARTMENT,APARTMENT,575000,,residential_sale,2,,None,1,0,0,,1,,70,,,0,None
Braine-l'Alleud,1420,Wallonie,APARTMENT,APARTMENT,425000,,residential_sale,2,,None,0,1,1,35,1,,105,,,0,None
Tournai,7500,Wallonie,HOUSE,HOUSE,215000,,residential_sale,4,,None,0,0,1,,0,,191,,,0,None
Nieuwpoort,8620,Flanders,HOUSE,HOUSE,250000,,residential_sale,3,,None,0,0,0,,1,,110,,,0,None
Braine-l'Alleud,1420,Wallonie,APARTMENT,APARTMENT,440000,,residential_sale,3,,None,0,1,1,34,1,,103,,,0,None
Heusden,9070,Flanders,APARTMENT,APARTMENT,995000,,residential_sale,9,,None,0,0,1,,0,,,,,0,None
Harelbeke,8530,Flanders,APARTMENT,APARTMENT,235000,,residential_sale,3,,None,0,0,0,,0,,105,,,0,None
Braine-l'Alleud,1420,Wallonie,APARTMENT,APARTMENT,440000,,residential_sale,3,,None,0,1,1,35,1,,102,,,0,None
Braine-l'Alleud,1420,Wallonie,APARTMENT,APARTMENT,450000,,residential_sale,3,,None,0,1,1,15,1,,102,,,0,None
Braine-l'Alleud,1420,Wallonie,APARTMENT,APARTMENT,445000,,residential_sale,2,,None,0,1,1,21,1,,105,,,0,None
Braine-l'Alleud,1420,Wallonie,APARTMENT,APARTMENT,525000,,residential_sale,3,,None,0,1,1,31,1,,112,,,0,None
Braine-l'Alleud,1420,Wallonie,APARTMENT,APARTMENT,450000,,residential_sale,3,,None,0,1,1,13,1,,104,,,0,None
Aalst,9300,Flanders,HOUSE,HOUSE,329000,,residential_sale,2,15,1,1,0,1,22,0,,140,70,,0,AS_NEW
De Haan,8420,Flanders,HOUSE,HOUSE,495000,,residential_sale,4,,None,0,0,0,,1,,150,,,0,None
Braine-l'Alleud,1420,Wallonie,APARTMENT,APARTMENT,528000,,residential_sale,3,,None,0,1,1,31,1,,116,,,0,None
Diksmuide,8600,Flanders,APARTMENT,APARTMENT,179000,,residential_sale,2,,None,0,0,1,,0,,,,,0,None
Mechelen,2800,Flanders,APARTMENT,APARTMENT,289000,1993,residential_sale,2,30,0,0,1,0,,1,,115,,2,0,GOOD
Ieper,8900,Flanders,APARTMENT,APARTMENT,330000,,residential_sale,2,,None,0,0,1,,0,,112,,,0,None
Gent,9000,Flanders,HOUSE,HOUSE,395000,,residential_sale,4,,None,0,0,0,,1,,287,,,0,None
Geraardsbergen,9506,Flanders,HOUSE,HOUSE,295000,1955,residential_sale,3,27,0,0,0,1,55,1,880,185,1066,3,0,AS_NEW
Ieper,8900,Flanders,APARTMENT,APARTMENT,325000,,residential_sale,3,,None,0,0,1,,0,,130,,,0,None
Blankenberge,8370,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,0,0,,0,,80,,,0,None
Antwerp,2018,Flanders,APARTMENT,APARTMENT,550000,,residential_sale,3,,None,0,0,1,7,0,,135,,,0,None
Lier,2500,Flanders,HOUSE,HOUSE,405000,1948,residential_sale,4,25,0,0,0,1,33,0,,195,152,2,0,
Beersel,1650,Flanders,HOUSE,HOUSE,399000,,residential_sale,5,37,1,0,0,1,,1,70,125,330,3,0,GOOD
Avelgem,8580,Flanders,HOUSE,HOUSE,385000,,residential_sale,3,,None,0,1,1,,0,,140,,,0,None
Oostrozebeke,8780,Flanders,HOUSE,HOUSE,485000,1971,residential_sale,4,47,0,0,0,1,,1,,314,624,,0,TO_BE_DONE_UP
Landen,3400,Flanders,HOUSE,HOUSE,425000,,residential_sale,4,,None,0,0,1,,0,,215,,,0,None
Riemst,3770,Flanders,APARTMENT,APARTMENT,329000,1996,residential_sale,2,63,1,0,0,1,65,0,,155,,,0,GOOD
Aalst,9300,Flanders,HOUSE,HOUSE,320000,,residential_sale,3,,None,0,0,0,,0,,213,,,0,None
Kortrijk,8500,Flanders,APARTMENT,APARTMENT,545000,,residential_sale,5,,None,0,1,1,,0,,300,,,0,None
Liege,4000,Wallonie,HOUSE,HOUSE,145000,,residential_sale,2,,None,0,0,1,,0,,80,,,0,None
AUVELAIS,5060,Wallonie,APARTMENT,APARTMENT,159000,,residential_sale,2,,None,0,1,0,,0,,100,,,0,None
Liege,4000,Wallonie,APARTMENT,APARTMENT,455000,,residential_sale,3,,None,0,0,1,25,0,,156,,,0,None
Kortrijk,8500,Flanders,HOUSE,HOUSE,545000,,residential_sale,5,,None,0,1,1,,0,,300,,,0,None
Ixelles,1050,Brussels,APARTMENT,APARTMENT,1420000,,residential_sale,2,,None,0,0,1,70,0,,180,,,0,None
Antwerp,2600,Flanders,HOUSE,HOUSE,475000,,residential_sale,4,30,1,0,0,1,,0,,,0,2,0,AS_NEW
Oostende,8400,Flanders,APARTMENT,APARTMENT,499000,,residential_sale,2,,None,1,0,1,19,0,,80,,,0,None
Bastogne,6600,Wallonie,APARTMENT,APARTMENT,280000,,residential_sale,2,,None,0,0,1,9,0,,97,,,0,None
Liege,4000,Wallonie,APARTMENT,APARTMENT,320000,,residential_sale,2,,None,0,0,1,4,0,,97,,,0,None
Izegem,8870,Flanders,APARTMENT,APARTMENT,275000,,residential_sale,2,41,1,0,0,0,,0,,92,,,0,AS_NEW
Lasne,1380,Wallonie,HOUSE,HOUSE,900000,1900,residential_sale,6,25,0,0,0,1,20,1,9177,332,9177,4,0,TO_RENOVATE
Bruxelles ville,1000,Brussels,HOUSE,HOUSE,2200000,,residential_sale,4,,None,0,1,1,15,1,50,276,,,0,None
Ronse,9600,Flanders,APARTMENT,APARTMENT,265000,2022,residential_sale,2,46,0,0,1,1,7,0,,110,,2,0,
Ronse,9600,Flanders,APARTMENT,APARTMENT,245000,2022,residential_sale,2,40,0,0,1,1,7,0,,94,,2,0,
Libramont-Chevigny,6800,Wallonie,APARTMENT,APARTMENT,253900,,residential_sale,2,,None,0,0,1,,0,,96,,,0,None
Bilzen,3740,Flanders,HOUSE,HOUSE,870000,2002,residential_sale,3,55,0,0,0,0,,1,,423,2457,4,1,AS_NEW
WOLUWÉ-SAINT-PIERRE,1150,Brussels,HOUSE,HOUSE,825000,,residential_sale,4,,None,0,1,1,30,1,200,190,,,0,None
Lommel,3920,Flanders,HOUSE,HOUSE,699000,,residential_sale,6,,None,0,1,1,38,1,950,367,,,0,None
Leuze-En-Hainaut,7900,Wallonie,APARTMENT,APARTMENT,174000,,residential_sale,1,,None,0,0,1,14,1,35,59,,,0,None
Soignies,7060,Wallonie,APARTMENT,APARTMENT,174000,,residential_sale,1,,None,0,0,1,7,0,,61,,,0,None
Destelbergen,9070,Flanders,HOUSE,HOUSE,390000,,residential_sale,4,,None,0,1,0,,1,,253,,,0,None
Crisnée,4367,Wallonie,APARTMENT,APARTMENT,275000,,residential_sale,2,,None,0,0,1,18,0,,102,,,0,None
PETIT-ENGHIEN,7850,Wallonie,HOUSE,HOUSE,625000,1990,residential_sale,7,55,0,0,1,1,40,1,5800,398,6000,4,0,GOOD
Merchtem,1785,Flanders,HOUSE,HOUSE,595000,,residential_sale,2,,None,0,1,1,,1,,150,,,0,None
Putte,2580,Flanders,HOUSE,HOUSE,599000,1961,residential_sale,4,35,0,0,1,1,,1,95,167,416,4,0,JUST_RENOVATED
Sprimont,4140,Wallonie,HOUSE,HOUSE,579800,,residential_sale,4,21,0,0,0,1,,0,,180,1250,4,0,AS_NEW
Bassenge Roclengesur-Geer,4690,Wallonie,HOUSE,HOUSE,575000,,residential_sale,3,,None,0,0,1,20,1,1500,390,,,0,None
Liege,4000,Wallonie,APARTMENT,APARTMENT,145000,,residential_sale,1,,None,0,0,1,15,0,,45,,,0,None
Focant,5572,Wallonie,HOUSE,HOUSE,90000,,residential_sale,3,24,0,0,0,0,,0,,124,171,2,0,TO_RENOVATE
Monceau-sur-Sambre,6031,Wallonie,APARTMENT,APARTMENT,105000,,residential_sale,1,,None,0,0,1,,0,,73,,,0,None
Lummen,3560,Flanders,HOUSE,HOUSE,200000,,residential_sale,3,,None,0,0,1,,0,,117,,,0,None
Monceau-sur-Sambre,6031,Wallonie,APARTMENT,APARTMENT,135000,,residential_sale,2,,None,0,0,0,,0,,101,,,0,None
Honnelles,7387,Wallonie,HOUSE,HOUSE,350000,,residential_sale,3,,None,0,0,1,45,1,1505,267,,,0,None
Beyne-Heusay,4610,Wallonie,APARTMENT,APARTMENT,170000,,residential_sale,2,37,0,0,0,1,,0,,,,,0,JUST_RENOVATED
Lessines,7860,Wallonie,HOUSE,HOUSE,175000,,residential_sale,3,,None,0,0,0,,0,,156,,,0,None
Zemst Elewijt,1982,Flanders,APARTMENT,APARTMENT,249000,,residential_sale,2,,None,0,0,0,,0,,97,,,0,None
ENGIS,4480,Wallonie,HOUSE,HOUSE,329000,1930,residential_sale,3,20,0,0,1,1,10,1,,204,654,4,0,JUST_RENOVATED
Marche-en-Famenne,6900,Wallonie,HOUSE,HOUSE,359000,1997,residential_sale,4,40,0,0,1,1,,1,16,304,1930,4,0,GOOD
Kapellen,2950,Flanders,HOUSE,HOUSE,725000,1995,residential_sale,3,74,0,0,0,1,120,1,1400,386,2458,4,0,TO_BE_DONE_UP
Marche-en-Famenne,6900,Wallonie,HOUSE,HOUSE,330000,1979,residential_sale,3,31,0,0,1,1,30,1,1271,124,1418,4,1,GOOD
Marchin,4570,Wallonie,HOUSE,HOUSE,325000,,residential_sale,6,17,0,0,1,1,37,1,,252,5480,4,0,GOOD
NEDERBRAKEL,9660,Flanders,HOUSE,HOUSE,349500,,residential_sale,3,,None,0,1,1,,1,,170,,,0,None
Amay,4540,Wallonie,HOUSE,HOUSE,299000,,residential_sale,3,,None,0,0,0,,0,,148,,,0,None
Bassilly,7830,Wallonie,HOUSE,HOUSE,297500,1977,residential_sale,3,31,0,0,0,1,,1,718,124,1167,4,0,GOOD
SCRY,4557,Wallonie,HOUSE,HOUSE,325000,,residential_sale,4,50,0,0,1,1,20,1,1350,220,2161,3,0,GOOD
GRÂCE-HOLLOGNE,4460,Wallonie,HOUSE,HOUSE,285000,2004,residential_sale,3,27,0,0,1,1,12,1,335,115,462,4,0,AS_NEW
Villers-le-Bouillet,4530,Wallonie,HOUSE,HOUSE,249000,,residential_sale,4,,None,0,1,1,35,1,420,234,,,0,None
OREYE,4360,Wallonie,HOUSE,HOUSE,249000,,residential_sale,3,,None,0,0,0,,0,,190,,,0,None
Diepenbeek,3590,Flanders,HOUSE,HOUSE,239000,,residential_sale,4,,None,0,0,0,,0,,168,,,0,None
Diepenbeek,3590,Flanders,HOUSE,HOUSE,274000,,residential_sale,3,,None,0,0,0,,1,911,117,,,0,None
